id,first_name,last_name,username,email,gender,ip_address,race,street_name,city,state,postal_code,drinks,age,commited_crime
570,Nancy,Burke,nburkeft,nburkeft@weebly.com,Female,144.77.24.240,Cree,Sloan,Waco,TX,76711,Monthly,80,false
571,Scott,Larson,slarsonfu,slarsonfu@answers.com,Male,227.25.2.11,Polynesian,Dennis,Corpus Christi,TX,78470,Never,87,false
572,Samuel,Green,sgreenfv,sgreenfv@livejournal.com,Male,162.2.13.229,Pima,Kim,Miami,FL,33142,Monthly,57,true
573,Alan,Olson,aolsonfw,aolsonfw@baidu.com,Male,162.245.94.113,Uruguayan,Pennsylvania,Austin,TX,78737,Seldom,56,false
574,Peter,Fuller,pfullerfx,pfullerfx@ftc.gov,Male,96.85.106.84,Aleut,Mcbride,Fort Worth,TX,76110,Never,64,true
575,Joyce,Williamson,jwilliamsonfy,jwilliamsonfy@cafepress.com,Female,36.237.202.39,Comanche,Eagle Crest,Tampa,FL,33625,Often,42,false
576,Bruce,Carpenter,bcarpenterfz,bcarpenterfz@vk.com,Male,253.139.122.35,Fijian,5th,Memphis,TN,38150,Often,56,false
577,Bonnie,Johnson,bjohnsong0,bjohnsong0@oaic.gov.au,Female,193.241.24.172,Black or African American,Laurel,Washington,DC,20380,Weekly,28,true
578,Bonnie,Jones,bjonesg1,bjonesg1@blog.com,Female,12.238.198.21,Laotian,Coolidge,Atlanta,GA,31190,Daily,76,false
579,Lois,Romero,lromerog2,lromerog2@blogtalkradio.com,Female,180.176.250.164,Iroquois,Carpenter,Dallas,TX,75246,Yearly,19,false
580,Jane,Allen,jalleng3,jalleng3@fda.gov,Female,99.227.99.14,Asian Indian,Oxford,San Francisco,CA,94177,Once,34,true
581,Melissa,Gilbert,mgilbertg4,mgilbertg4@digg.com,Female,78.8.123.245,Mexican,Susan,Washington,DC,20099,Never,37,false
582,Joshua,Wallace,jwallaceg5,jwallaceg5@omniture.com,Male,85.125.190.57,Seminole,Mandrake,Portland,ME,04109,Once,87,false
583,Gerald,Sanchez,gsanchezg6,gsanchezg6@cafepress.com,Male,16.137.219.118,Salvadoran,Stang,Boca Raton,FL,33432,Daily,85,true
584,Bonnie,Austin,bausting7,bausting7@nature.com,Female,102.56.89.205,Colville,Lindbergh,Bakersfield,CA,93305,Seldom,88,true
585,Carl,Webb,cwebbg8,cwebbg8@nifty.com,Male,129.6.136.42,Samoan,Trailsway,Los Angeles,CA,90005,Yearly,28,false
586,Jesse,Hernandez,jhernandezg9,jhernandezg9@about.me,Male,20.239.143.90,Polynesian,Del Sol,Monroe,LA,71208,Often,68,true
587,Bobby,Harper,bharperga,bharperga@barnesandnoble.com,Male,220.247.14.203,Korean,Dottie,Bridgeport,CT,06673,Seldom,94,true
588,Nancy,Price,npricegb,npricegb@independent.co.uk,Female,0.247.14.227,Cambodian,Bluestem,Milwaukee,WI,53210,Daily,53,false
589,Mark,James,mjamesgc,mjamesgc@goo.gl,Male,20.110.48.250,Paraguayan,Toban,Topeka,KS,66699,Once,46,false
590,Lawrence,Bennett,lbennettgd,lbennettgd@bbc.co.uk,Male,153.141.177.166,Tlingit-Haida,Lakewood Gardens,Louisville,KY,40298,Never,98,false
591,Carl,Bailey,cbaileyge,cbaileyge@fda.gov,Male,234.92.225.208,Cheyenne,Milwaukee,Lansing,MI,48956,Often,42,false
592,Marilyn,Hawkins,mhawkinsgf,mhawkinsgf@over-blog.com,Female,165.178.101.250,Cambodian,Monterey,San Diego,CA,92121,Daily,59,false
593,Sean,Richards,srichardsgg,srichardsgg@liveinternet.ru,Male,88.30.216.238,Taiwanese,Monica,New York City,NY,10110,Often,49,false
594,Harry,Mills,hmillsgh,hmillsgh@bbb.org,Male,184.190.146.180,Yakama,Dawn,San Diego,CA,92115,Never,21,false
595,Jane,Boyd,jboydgi,jboydgi@photobucket.com,Female,57.3.128.9,Cheyenne,Rieder,Spokane,WA,99215,Often,98,true
596,Marie,Spencer,mspencergj,mspencergj@topsy.com,Female,152.234.42.231,Vietnamese,Fremont,Santa Ana,CA,92705,Weekly,22,false
597,Randy,Arnold,rarnoldgk,rarnoldgk@redcross.org,Male,157.230.53.68,Pueblo,Leroy,Las Vegas,NV,89130,Weekly,55,false
598,Heather,Gonzalez,hgonzalezgl,hgonzalezgl@fastcompany.com,Female,201.76.103.221,Filipino,Mosinee,Boise,ID,83722,Daily,31,true
599,Philip,Wright,pwrightgm,pwrightgm@omniture.com,Male,157.230.207.125,Japanese,Chinook,Naperville,IL,60567,Often,38,false
600,Joe,Holmes,jholmesgn,jholmesgn@yale.edu,Male,89.11.253.133,Aleut,Maple,Amarillo,TX,79159,Seldom,61,false
601,James,Mitchell,jmitchellgo,jmitchellgo@cargocollective.com,Male,124.218.245.164,Argentinian,Londonderry,Brooksville,FL,34605,Seldom,95,false
602,Nancy,Johnston,njohnstongp,njohnstongp@constantcontact.com,Female,202.69.13.194,American Indian and Alaska Native (AIAN),Randy,Greensboro,NC,27415,Monthly,21,false
603,Jack,Nguyen,jnguyengq,jnguyengq@epa.gov,Male,106.129.214.64,Sri Lankan,Fulton,Honolulu,HI,96845,Often,68,false
604,Paul,Watkins,pwatkinsgr,pwatkinsgr@delicious.com,Male,69.14.142.99,Argentinian,Hudson,Albuquerque,NM,87201,Never,79,false
605,Margaret,Perry,mperrygs,mperrygs@pagesperso-orange.fr,Female,139.116.175.254,Ute,Troy,Washington,DC,20029,Weekly,77,true
606,Russell,Hughes,rhughesgt,rhughesgt@pcworld.com,Male,219.169.139.128,Honduran,Huxley,El Paso,TX,79934,Weekly,61,false
607,Mary,Weaver,mweavergu,mweavergu@squidoo.com,Female,197.123.202.164,Delaware,Mallory,Portland,OR,97296,Never,86,true
608,Frances,Stanley,fstanleygv,fstanleygv@spotify.com,Female,87.90.172.216,Ecuadorian,Monterey,Seattle,WA,98121,Never,67,false
609,Kathryn,Holmes,kholmesgw,kholmesgw@toplist.cz,Female,149.76.133.164,South American,Vernon,Monroe,LA,71208,Never,28,true
610,Andrea,Gonzales,agonzalesgx,agonzalesgx@cbsnews.com,Female,29.226.221.222,Mexican,Tomscot,Salt Lake City,UT,84110,Weekly,45,true
611,Larry,Snyder,lsnydergy,lsnydergy@mozilla.org,Male,83.84.235.37,Panamanian,Clove,Dallas,TX,75397,Weekly,65,true
612,Jose,Perez,jperezgz,jperezgz@slideshare.net,Male,30.184.132.107,Comanche,Anhalt,Kansas City,MO,64125,Weekly,45,true
613,Louis,Barnes,lbarnesh0,lbarnesh0@ted.com,Male,46.101.166.208,Nicaraguan,Jenna,Fort Pierce,FL,34981,Monthly,22,true
614,Donna,Turner,dturnerh1,dturnerh1@ucoz.ru,Female,211.43.134.233,Pima,Paget,Albany,NY,12262,Weekly,42,false
615,Raymond,Wheeler,rwheelerh2,rwheelerh2@cnn.com,Male,238.113.194.164,Polynesian,Loftsgordon,Washington,DC,20005,Weekly,44,true
616,Stephen,Griffin,sgriffinh3,sgriffinh3@techcrunch.com,Male,255.30.18.117,Cuban,Bashford,Spring Hill,FL,34611,Yearly,36,false
617,Craig,George,cgeorgeh4,cgeorgeh4@themeforest.net,Male,41.155.166.253,Nicaraguan,Crowley,Des Moines,IA,50315,Monthly,33,true
618,Justin,Kelly,jkellyh5,jkellyh5@smugmug.com,Male,119.10.121.247,White,Towne,Reno,NV,89510,Yearly,23,false
619,Martin,Williams,mwilliamsh6,mwilliamsh6@macromedia.com,Male,234.247.78.121,Venezuelan,Mcguire,Danbury,CT,06816,Daily,73,false
620,Sara,Lopez,slopezh7,slopezh7@biblegateway.com,Female,22.83.253.118,Cuban,Golf View,Carson City,NV,89714,Weekly,50,false
621,Angela,Pierce,apierceh8,apierceh8@youku.com,Female,174.59.223.61,Menominee,Vidon,Tampa,FL,33620,Monthly,50,false
622,Philip,Richards,prichardsh9,prichardsh9@plala.or.jp,Male,34.72.189.7,Paraguayan,Florence,Washington,DC,20062,Seldom,27,false
623,Paula,Peterson,ppetersonha,ppetersonha@github.io,Female,50.154.137.20,Ute,Delladonna,Clearwater,FL,34615,Once,73,true
624,Christine,Little,clittlehb,clittlehb@google.com.hk,Female,63.58.161.55,Thai,Forster,Laredo,TX,78044,Once,79,false
625,Steve,Hicks,shickshc,shickshc@cnet.com,Male,160.63.192.37,American Indian,Kings,Tyler,TX,75799,Often,80,false
626,Virginia,Graham,vgrahamhd,vgrahamhd@examiner.com,Female,128.34.163.55,Bolivian,Ryan,Washington,DC,20310,Once,85,true
627,Heather,Holmes,hholmeshe,hholmeshe@businessinsider.com,Female,100.84.22.102,Japanese,Bobwhite,Palatine,IL,60078,Often,52,true
628,Phillip,Edwards,pedwardshf,pedwardshf@slideshare.net,Male,243.14.229.189,Tongan,Clarendon,Bloomington,IN,47405,Seldom,25,false
629,Walter,Collins,wcollinshg,wcollinshg@ft.com,Male,118.199.80.247,Cheyenne,Helena,Evanston,IL,60208,Seldom,22,false
630,Jesse,Gilbert,jgilberthh,jgilberthh@acquirethisname.com,Male,214.153.173.230,Puget Sound Salish,Clarendon,Fort Worth,TX,76178,Monthly,28,true
631,William,Murray,wmurrayhi,wmurrayhi@sun.com,Male,24.171.1.176,Chilean,Hermina,Pittsburgh,PA,15255,Seldom,89,false
632,Earl,Murphy,emurphyhj,emurphyhj@statcounter.com,Male,96.178.182.30,Peruvian,Pond,Albuquerque,NM,87195,Yearly,19,true
633,Chris,Mills,cmillshk,cmillshk@mediafire.com,Male,34.222.96.36,Pueblo,Welch,Colorado Springs,CO,80915,Seldom,23,false
634,Gregory,Brown,gbrownhl,gbrownhl@oakley.com,Male,230.1.231.154,Chickasaw,Harbort,Louisville,KY,40250,Seldom,85,false
635,Jean,Owens,jowenshm,jowenshm@seattletimes.com,Female,125.118.55.24,White,International,Phoenix,AZ,85072,Yearly,21,false
636,Charles,Garcia,cgarciahn,cgarciahn@people.com.cn,Male,135.38.151.231,Tongan,Morningstar,Fresno,CA,93762,Weekly,94,false
637,Harold,Ryan,hryanho,hryanho@mac.com,Male,52.22.89.1,Chamorro,Stone Corner,Birmingham,AL,35225,Yearly,24,true
638,Arthur,Roberts,arobertshp,arobertshp@upenn.edu,Male,40.101.43.187,Yakama,Cardinal,Portsmouth,VA,23705,Seldom,68,false
639,Kathryn,Miller,kmillerhq,kmillerhq@studiopress.com,Female,120.22.94.159,Chilean,Eggendart,Orlando,FL,32854,Weekly,41,true
640,Bruce,Fernandez,bfernandezhr,bfernandezhr@qq.com,Male,23.149.170.132,Yaqui,Longview,Washington,DC,20520,Once,85,true
641,Susan,Wells,swellshs,swellshs@ihg.com,Female,242.246.24.217,Cuban,Larry,San Diego,CA,92191,Often,93,true
642,Steven,Murray,smurrayht,smurrayht@e-recht24.de,Male,250.37.14.16,Alaska Native,Johnson,San Francisco,CA,94126,Seldom,78,true
643,Maria,Rogers,mrogershu,mrogershu@skype.com,Female,207.230.69.136,Mexican,Mallard,Troy,MI,48098,Once,94,true
644,Kathleen,Berry,kberryhv,kberryhv@yahoo.com,Female,148.166.75.254,Cheyenne,Oakridge,Orlando,FL,32891,Daily,100,true
645,Janet,Bell,jbellhw,jbellhw@example.com,Female,15.131.237.136,Chippewa,Derek,Champaign,IL,61825,Never,35,false
646,Steven,James,sjameshx,sjameshx@walmart.com,Male,62.100.11.183,Salvadoran,Bonner,Little Rock,AR,72215,Daily,60,true
647,Judith,Webb,jwebbhy,jwebbhy@yellowpages.com,Female,14.172.184.101,Sri Lankan,Dakota,Dallas,TX,75241,Yearly,61,true
648,Virginia,Romero,vromerohz,vromerohz@4shared.com,Female,95.99.121.67,Osage,Vidon,Cincinnati,OH,45203,Once,55,false
649,Gregory,Gordon,ggordoni0,ggordoni0@creativecommons.org,Male,215.145.142.252,Yuman,Browning,Saint Louis,MO,63196,Daily,48,true
650,Brandon,Adams,badamsi1,badamsi1@theatlantic.com,Male,70.11.241.184,Nicaraguan,Division,Birmingham,AL,35295,Often,26,true
651,Patricia,Reyes,preyesi2,preyesi2@constantcontact.com,Female,218.87.242.101,Native Hawaiian,Anthes,Orlando,FL,32835,Seldom,71,false
652,Lawrence,Lee,lleei3,lleei3@simplemachines.org,Male,16.54.22.235,Uruguayan,Thackeray,Daytona Beach,FL,32123,Never,98,true
653,Carolyn,Williams,cwilliamsi4,cwilliamsi4@examiner.com,Female,11.196.1.202,Dominican (Dominican Republic),Springs,Rochester,NY,14646,Yearly,28,false
654,David,Nelson,dnelsoni5,dnelsoni5@digg.com,Male,2.61.20.104,Nicaraguan,Stoughton,Houston,TX,77075,Monthly,66,false
655,Theresa,Wilson,twilsoni6,twilsoni6@homestead.com,Female,202.106.126.211,Filipino,Arapahoe,Cincinnati,OH,45213,Seldom,69,false
656,Phillip,Perkins,pperkinsi7,pperkinsi7@canalblog.com,Male,247.128.101.235,Guatemalan,Golf,Hartford,CT,06160,Once,41,true
657,Mildred,Richards,mrichardsi8,mrichardsi8@geocities.jp,Female,77.164.30.35,Cambodian,Golf View,Richmond,VA,23260,Often,75,false
658,Julia,Griffin,jgriffini9,jgriffini9@weibo.com,Female,201.184.127.250,Menominee,Eagan,Naperville,IL,60567,Once,29,true
659,Cynthia,Fowler,cfowleria,cfowleria@amazonaws.com,Female,64.157.229.75,Colombian,Nobel,Pasadena,CA,91199,Daily,59,true
660,Keith,Young,kyoungib,kyoungib@xinhuanet.com,Male,0.156.113.78,Guatemalan,Esker,Kissimmee,FL,34745,Seldom,67,true
661,Eric,Watson,ewatsonic,ewatsonic@tripod.com,Male,229.151.206.167,Sioux,Corscot,Columbus,OH,43284,Once,87,false
662,Carol,Harris,charrisid,charrisid@howstuffworks.com,Female,49.99.185.45,South American,John Wall,San Diego,CA,92132,Once,90,false
663,Carolyn,Gordon,cgordonie,cgordonie@plala.or.jp,Female,145.220.213.141,Filipino,Esch,North Little Rock,AR,72118,Once,22,false
664,Amy,Arnold,aarnoldif,aarnoldif@yellowpages.com,Female,107.140.215.151,Pakistani,Susan,Portland,OR,97229,Monthly,60,true
665,Tina,Nichols,tnicholsig,tnicholsig@g.co,Female,60.109.64.44,Chippewa,Canary,Warren,MI,48092,Yearly,85,true
666,Benjamin,Freeman,bfreemanih,bfreemanih@fema.gov,Male,23.214.34.25,Ottawa,Hollow Ridge,Gulfport,MS,39505,Monthly,56,true
667,Patricia,Reynolds,preynoldsii,preynoldsii@businesswire.com,Female,30.148.146.52,Shoshone,Morningstar,Austin,TX,78749,Often,74,false
668,Christine,Banks,cbanksij,cbanksij@va.gov,Female,220.130.4.70,Ottawa,Blue Bill Park,Washington,DC,20005,Weekly,24,false
669,Nicole,George,ngeorgeik,ngeorgeik@chicagotribune.com,Female,73.225.213.207,Menominee,Welch,Philadelphia,PA,19136,Yearly,27,true
670,Carlos,Bryant,cbryantil,cbryantil@wikia.com,Male,27.12.132.49,Venezuelan,Vidon,Santa Monica,CA,90405,Often,57,true
671,Adam,Hernandez,ahernandezim,ahernandezim@dailymail.co.uk,Male,120.155.176.14,Micronesian,Green,San Francisco,CA,94154,Often,97,true
672,Frances,Fowler,ffowlerin,ffowlerin@miitbeian.gov.cn,Female,191.137.49.206,Costa Rican,Shoshone,Saint Paul,MN,55108,Once,57,false
673,Ruby,Gonzales,rgonzalesio,rgonzalesio@washington.edu,Female,82.244.247.80,Guamanian,Huxley,Lincoln,NE,68505,Once,57,true
674,Victor,Howell,vhowellip,vhowellip@washingtonpost.com,Male,202.45.195.83,Crow,Bobwhite,Des Moines,IA,50320,Never,95,true
675,Deborah,Day,ddayiq,ddayiq@hugedomains.com,Female,17.159.164.153,Guatemalan,Kennedy,Washington,DC,20404,Often,53,false
676,Anne,Hayes,ahayesir,ahayesir@cam.ac.uk,Female,218.69.48.248,Ecuadorian,Swallow,Jackson,TN,38308,Never,36,false
677,Jesse,Rose,jroseis,jroseis@barnesandnoble.com,Male,217.171.248.189,Bangladeshi,Briar Crest,Fort Myers,FL,33906,Often,71,true
678,Patricia,Morales,pmoralesit,pmoralesit@yale.edu,Female,237.136.118.90,Laotian,Chive,Sacramento,CA,94297,Seldom,63,false
679,Deborah,Smith,dsmithiu,dsmithiu@smugmug.com,Female,185.171.40.167,Taiwanese,Orin,Charleston,WV,25305,Monthly,58,true
680,Fred,Campbell,fcampbelliv,fcampbelliv@hao123.com,Male,216.222.229.206,Alaska Native,Blaine,Paterson,NJ,07522,Often,48,true
681,Phyllis,Taylor,ptayloriw,ptayloriw@dropbox.com,Female,54.95.229.26,South American,7th,Monticello,MN,55585,Weekly,56,true
682,Joyce,Austin,jaustinix,jaustinix@opera.com,Female,153.82.190.155,Cherokee,Carioca,Santa Rosa,CA,95405,Often,33,false
683,Carolyn,Hart,chartiy,chartiy@alibaba.com,Female,214.72.160.173,Chippewa,Fair Oaks,Washington,DC,20268,Yearly,82,false
684,Judy,Stewart,jstewartiz,jstewartiz@oaic.gov.au,Female,203.80.100.175,Korean,Main,Virginia Beach,VA,23454,Weekly,31,true
685,Albert,Lawrence,alawrencej0,alawrencej0@addtoany.com,Male,239.39.2.243,Ute,Eastlawn,Wilkes Barre,PA,18768,Weekly,58,false
686,Rebecca,Weaver,rweaverj1,rweaverj1@last.fm,Female,160.39.53.158,Melanesian,Meadow Vale,Oklahoma City,OK,73173,Seldom,33,false
687,Susan,Webb,swebbj2,swebbj2@cyberchimps.com,Female,6.236.15.105,Mexican,Bowman,Washington,DC,20231,Seldom,34,false
688,Heather,Wood,hwoodj3,hwoodj3@chicagotribune.com,Female,67.95.14.161,Alaska Native,Service,Spokane,WA,99220,Never,45,true
689,Keith,Gilbert,kgilbertj4,kgilbertj4@tmall.com,Male,116.6.172.156,Potawatomi,Declaration,Philadelphia,PA,19115,Never,67,false
690,Douglas,Holmes,dholmesj5,dholmesj5@hibu.com,Male,53.253.250.133,Choctaw,Loftsgordon,Pompano Beach,FL,33069,Seldom,83,false
691,Raymond,Collins,rcollinsj6,rcollinsj6@shareasale.com,Male,234.45.55.170,Navajo,Sutherland,Aurora,IL,60505,Monthly,88,true
692,Samuel,Chavez,schavezj7,schavezj7@pcworld.com,Male,247.238.40.46,Vietnamese,Canary,Oklahoma City,OK,73114,Often,36,true
693,Ruby,King,rkingj8,rkingj8@pen.io,Female,249.163.164.11,Melanesian,Sycamore,Columbus,OH,43204,Yearly,30,true
694,Christopher,Day,cdayj9,cdayj9@amazon.co.uk,Male,155.0.73.227,Tongan,Truax,Jacksonville,FL,32204,Yearly,45,false
695,Mark,Edwards,medwardsja,medwardsja@aboutads.info,Male,101.152.108.197,Cheyenne,Sunfield,El Paso,TX,79945,Seldom,100,false
696,Anna,Andrews,aandrewsjb,aandrewsjb@psu.edu,Female,132.238.79.14,Blackfeet,Moose,Worcester,MA,01654,Once,43,true
697,Christina,Bowman,cbowmanjc,cbowmanjc@indiegogo.com,Female,245.29.142.240,Houma,Maywood,Bakersfield,CA,93305,Daily,43,true
698,Deborah,Powell,dpowelljd,dpowelljd@state.tx.us,Female,160.49.55.202,Cree,Mockingbird,Knoxville,TN,37939,Weekly,29,false
699,Kimberly,Peters,kpetersje,kpetersje@over-blog.com,Female,31.104.2.214,Honduran,Vidon,Brooklyn,NY,11236,Never,90,false
700,Gregory,Duncan,gduncanjf,gduncanjf@google.cn,Male,174.233.238.104,Nicaraguan,New Castle,Canton,OH,44760,Never,40,true
701,Benjamin,Frazier,bfrazierjg,bfrazierjg@themeforest.net,Male,83.22.143.101,Lumbee,Laurel,Santa Clara,CA,95054,Weekly,87,true
702,Dennis,Matthews,dmatthewsjh,dmatthewsjh@scientificamerican.com,Male,203.144.125.104,Asian Indian,Eastlawn,Wilkes Barre,PA,18706,Weekly,66,false
703,Joan,Lane,jlaneji,jlaneji@amazon.co.jp,Female,133.250.218.5,Cree,Forest,Kansas City,MO,64149,Once,81,true
704,Jane,White,jwhitejj,jwhitejj@tinypic.com,Female,38.157.48.61,Cheyenne,Dorton,Jacksonville,FL,32236,Seldom,69,true
705,Robin,Lynch,rlynchjk,rlynchjk@bloglines.com,Female,50.228.143.193,Chamorro,Michigan,Woburn,MA,01813,Monthly,25,true
706,Frank,Barnes,fbarnesjl,fbarnesjl@wufoo.com,Male,42.50.228.251,Fijian,Blaine,Grand Junction,CO,81505,Daily,99,false
707,Martha,Harrison,mharrisonjm,mharrisonjm@mashable.com,Female,165.168.253.194,Choctaw,Scott,Springfield,IL,62718,Daily,87,false
708,Denise,West,dwestjn,dwestjn@shutterfly.com,Female,184.254.142.45,Tohono O'Odham,Cherokee,Albuquerque,NM,87190,Once,81,true
709,Nicholas,Sullivan,nsullivanjo,nsullivanjo@forbes.com,Male,95.28.41.179,Salvadoran,Bowman,Corpus Christi,TX,78426,Monthly,64,true
710,Katherine,Jenkins,kjenkinsjp,kjenkinsjp@mediafire.com,Female,66.252.212.222,Laotian,Myrtle,Houston,TX,77201,Often,99,true
711,Alan,Tucker,atuckerjq,atuckerjq@technorati.com,Male,227.235.15.67,Native Hawaiian,Moland,New Orleans,LA,70183,Monthly,88,false
712,Victor,Ferguson,vfergusonjr,vfergusonjr@aol.com,Male,107.16.60.156,South American,Kinsman,Erie,PA,16565,Yearly,81,true
713,Robin,George,rgeorgejs,rgeorgejs@soundcloud.com,Female,78.184.55.169,Sri Lankan,Sunbrook,Palatine,IL,60078,Weekly,31,false
714,Deborah,Carr,dcarrjt,dcarrjt@shutterfly.com,Female,10.62.182.253,Chinese,Columbus,Birmingham,AL,35244,Daily,47,false
715,Brandon,Smith,bsmithju,bsmithju@tiny.cc,Male,158.186.129.38,Honduran,Katie,Atlanta,GA,30358,Monthly,23,true
716,George,Ramirez,gramirezjv,gramirezjv@netlog.com,Male,60.59.76.147,Asian,Packers,Houston,TX,77276,Monthly,85,true
717,Donald,Miller,dmillerjw,dmillerjw@edublogs.org,Male,115.60.228.88,Cambodian,Kings,Philadelphia,PA,19104,Seldom,71,false
718,Karen,Fox,kfoxjx,kfoxjx@sourceforge.net,Female,133.86.4.31,American Indian,Dayton,Naperville,IL,60567,Never,97,false
719,Annie,Morgan,amorganjy,amorganjy@ftc.gov,Female,65.94.8.72,Alaska Native,Hudson,Milwaukee,WI,53210,Never,93,false
720,Rachel,Roberts,rrobertsjz,rrobertsjz@networkadvertising.org,Female,140.221.19.34,Fijian,Mcguire,Houston,TX,77095,Never,81,true
721,Steve,Perez,sperezk0,sperezk0@spotify.com,Male,109.155.222.0,Salvadoran,Darwin,Apache Junction,AZ,85219,Never,63,true
722,Carol,Hunt,chuntk1,chuntk1@answers.com,Female,249.193.254.88,Lumbee,Upham,Denver,CO,80255,Seldom,39,true
723,Pamela,Oliver,poliverk2,poliverk2@edublogs.org,Female,53.18.68.123,Argentinian,David,Springfield,MA,01129,Once,88,true
724,Joan,Simpson,jsimpsonk3,jsimpsonk3@ted.com,Female,218.170.116.92,Pakistani,Florence,Baltimore,MD,21216,Once,83,true
725,Albert,Harper,aharperk4,aharperk4@google.es,Male,71.153.90.23,Yakama,Stone Corner,New Haven,CT,06510,Seldom,78,true
726,Betty,Rogers,brogersk5,brogersk5@guardian.co.uk,Female,32.184.136.208,Pueblo,Manley,New York City,NY,10165,Daily,56,true
727,Lisa,Wood,lwoodk6,lwoodk6@wikispaces.com,Female,0.168.19.183,Peruvian,Clyde Gallagher,Huntington,WV,25726,Never,90,true
728,Pamela,Brooks,pbrooksk7,pbrooksk7@pagesperso-orange.fr,Female,182.167.247.130,Comanche,Scoville,San Jose,CA,95133,Weekly,75,false
729,Linda,Gutierrez,lgutierrezk8,lgutierrezk8@fotki.com,Female,3.26.169.151,Colombian,Spohn,Redwood City,CA,94064,Never,43,true
730,Annie,Butler,abutlerk9,abutlerk9@goo.gl,Female,166.86.116.117,Alaska Native,Muir,Tulsa,OK,74156,Seldom,95,false
731,Martha,Simmons,msimmonska,msimmonska@unblog.fr,Female,150.207.76.67,Melanesian,Bartelt,Charlotte,NC,28263,Seldom,54,true
732,Doris,Harris,dharriskb,dharriskb@squarespace.com,Female,101.192.128.160,Fijian,Donald,Dearborn,MI,48126,Monthly,86,true
733,Victor,Evans,vevanskc,vevanskc@ocn.ne.jp,Male,220.44.4.56,Salvadoran,Waywood,Cincinnati,OH,45296,Often,74,true
734,Phillip,Burton,pburtonkd,pburtonkd@squidoo.com,Male,234.194.156.182,Bolivian,Lawn,Huntsville,AL,35805,Weekly,58,false
735,Jeffrey,Richardson,jrichardsonke,jrichardsonke@aol.com,Male,13.198.161.161,Sri Lankan,Red Cloud,Lexington,KY,40581,Once,98,false
736,Stephen,Tucker,stuckerkf,stuckerkf@latimes.com,Male,60.209.100.42,Filipino,Farwell,Washington,DC,20370,Yearly,35,false
737,Jason,Rodriguez,jrodriguezkg,jrodriguezkg@tinyurl.com,Male,141.58.115.18,Uruguayan,Riverside,Pensacola,FL,32595,Once,40,false
738,Jacqueline,Larson,jlarsonkh,jlarsonkh@e-recht24.de,Female,77.200.234.178,Paiute,Waywood,New Orleans,LA,70183,Monthly,44,true
739,Dorothy,Garrett,dgarrettki,dgarrettki@google.com.hk,Female,135.194.38.109,Peruvian,Manley,Staten Island,NY,10310,Seldom,44,true
740,Theresa,Harper,tharperkj,tharperkj@unesco.org,Female,176.46.125.66,Bangladeshi,Reindahl,Arlington,TX,76004,Monthly,54,false
741,Kathleen,Hughes,khugheskk,khugheskk@cornell.edu,Female,33.228.140.37,Chilean,Shoshone,Corpus Christi,TX,78465,Weekly,39,true
742,Ashley,Harper,aharperkl,aharperkl@washingtonpost.com,Female,86.90.148.177,Peruvian,Declaration,Lafayette,LA,70593,Weekly,81,true
743,Nicholas,Mason,nmasonkm,nmasonkm@narod.ru,Male,205.207.154.35,Black or African American,Sherman,Norfolk,VA,23551,Once,53,false
744,Patricia,Payne,ppaynekn,ppaynekn@slideshare.net,Female,4.90.60.197,Bangladeshi,Sutherland,Irvine,CA,92619,Yearly,54,true
745,Jane,Lynch,jlynchko,jlynchko@clickbank.net,Female,102.45.254.109,Navajo,Blue Bill Park,Huntington,WV,25709,Often,18,true
746,Jennifer,Richardson,jrichardsonkp,jrichardsonkp@altervista.org,Female,146.243.59.109,Native Hawaiian and Other Pacific Islander (NHPI),Mendota,San Francisco,CA,94169,Once,70,false
747,Wanda,Elliott,welliottkq,welliottkq@kickstarter.com,Female,249.209.134.162,Malaysian,Hallows,Raleigh,NC,27635,Seldom,72,true
748,Antonio,Hunter,ahunterkr,ahunterkr@webeden.co.uk,Male,44.5.10.209,Latin American Indian,Arkansas,Appleton,WI,54915,Never,25,true
749,Justin,Martinez,jmartinezks,jmartinezks@reverbnation.com,Male,131.23.154.205,Tohono O'Odham,Sunfield,Greensboro,NC,27425,Often,47,false
750,Frank,Miller,fmillerkt,fmillerkt@vkontakte.ru,Male,132.16.157.53,Ecuadorian,Summit,Washington,DC,20420,Never,79,false
751,Howard,Harris,hharrisku,hharrisku@vkontakte.ru,Male,53.113.206.246,Apache,Bunting,Miami,FL,33190,Weekly,34,true
752,Shirley,Fernandez,sfernandezkv,sfernandezkv@spotify.com,Female,227.145.3.150,Chilean,Lien,Cincinnati,OH,45249,Daily,33,true
753,Anna,Garcia,agarciakw,agarciakw@hugedomains.com,Female,15.192.36.98,Bolivian,Elka,Huntsville,AL,35810,Weekly,32,true
754,Anne,Bowman,abowmankx,abowmankx@yahoo.co.jp,Female,145.88.116.70,Chickasaw,American Ash,Denver,CO,80299,Never,54,false
755,Evelyn,Montgomery,emontgomeryky,emontgomeryky@accuweather.com,Female,136.191.9.170,South American,Arrowood,Cheyenne,WY,82007,Seldom,80,false
756,Jesse,Romero,jromerokz,jromerokz@huffingtonpost.com,Male,210.64.122.199,Pueblo,Prairieview,Santa Monica,CA,90410,Seldom,84,true
757,Anthony,Gordon,agordonl0,agordonl0@canalblog.com,Male,21.57.76.30,Potawatomi,Cambridge,Houston,TX,77299,Yearly,87,false
